"","logFC","logCPM","LR","PValue","FDR","diffexpressed","SYMBOL","delabel"
"hsa-mir-19a",TRUE,6.05530209239806,45.9853015249992,1.19143545879707e-11,1.90223502228396e-10,"UP","hsa-mir-19a","hsa-mir-19a"
"hsa-mir-200c",TRUE,8.70180954894912,33.2773653473987,7.99073213723759e-09,8.19487492906483e-08,"UP","hsa-mir-200c","hsa-mir-200c"
"hsa-mir-203b",TRUE,2.37070321941498,18.1558816048011,2.03539818465026e-05,0.000106377097514455,"UP","hsa-mir-203b","hsa-mir-203b"
"hsa-mir-205",TRUE,3.25048907884305,20.3569008815362,6.42609213087437e-06,3.79355438818424e-05,"UP","hsa-mir-205","hsa-mir-205"
"hsa-mir-206",TRUE,0.242259366836335,9.42429815574542,0.00214129035613366,0.00704569777603698,"UP","hsa-mir-206","hsa-mir-206"
"hsa-mir-20a",TRUE,9.5704066813964,39.3552059376816,3.53309646415787e-10,4.59629678902020e-09,"UP","hsa-mir-20a","hsa-mir-20a"
"hsa-mir-20b",TRUE,4.46458837951743,24.189626239552,8.73012548481619e-07,6.35535041770298e-06,"UP","hsa-mir-20b","hsa-mir-20b"
"hsa-mir-21",TRUE,17.7680309250839,161.118720384622,6.4450540899624e-37,3.01843366546572e-34,"UP","hsa-mir-21","hsa-mir-21"
"hsa-mir-2114",TRUE,1.81090822746304,38.8291142127655,4.62576846251684e-10,5.90836789985105e-09,"UP","hsa-mir-2114","hsa-mir-2114"
"hsa-mir-214",TRUE,4.16774605429355,33.745070221626,6.28280567007537e-09,6.7384289820274e-08,"No","hsa-mir-214","hsa-mir-214"
"hsa-mir-216a",TRUE,5.78011244016788,40.5425957568683,1.92376146964015e-10,2.57417606175658e-09,"UP","hsa-mir-216a","hsa-mir-216a"
"hsa-mir-216b",TRUE,5.86977486996519,42.0251723705794,9.01059894514249e-11,1.27877692100255e-09,"UP","hsa-mir-216b","hsa-mir-216b"
"hsa-mir-217",TRUE,11.444213371586,56.1106246326934,6.85059164151849e-14,1.55243246069895e-12,"UP","hsa-mir-217","hsa-mir-217"
"hsa-mir-219b",TRUE,-0.0171273121476344,33.6370841763149,6.64143996588091e-09,7.06910844853234e-08,"UP","hsa-mir-219b","hsa-mir-219b"
"hsa-mir-221",TRUE,7.09193386177403,66.2321255414769,4.00826159956227e-16,1.34085893985357e-14,"UP","hsa-mir-221","hsa-mir-221"
"hsa-mir-222",TRUE,5.16623891986452,51.0917838612747,8.81464656596078e-13,1.69651759248971e-11,"UP","hsa-mir-222","hsa-mir-222"
"hsa-mir-224",TRUE,7.52264413450562,102.693870061313,3.91152902414678e-24,3.66379885261748e-22,"UP","hsa-mir-224","hsa-mir-224"
"hsa-mir-29c",TRUE,11.1203681362422,95.8483916559469,1.24026733883954e-22,8.71287805534774e-21,"No","hsa-mir-29c","hsa-mir-29c"
"hsa-mir-301a",TRUE,3.38995869647724,40.8079352009655,1.6794973364591e-10,2.26893630550484e-09,"UP","hsa-mir-301a","hsa-mir-301a"
"hsa-mir-301b",TRUE,1.14244193163202,38.6364865573028,5.10555202852446e-10,6.23765269571902e-09,"UP","hsa-mir-301b","hsa-mir-301b"
"hsa-mir-30d",TRUE,13.8734234616398,49.4648479745773,2.01958207373625e-12,3.6378369405121e-11,"UP","hsa-mir-30d","hsa-mir-30d"
"hsa-mir-3117",TRUE,-0.0771494114202833,20.0930942625149,7.37625338802594e-06,4.24739180744936e-05,"UP","hsa-mir-3117","hsa-mir-3117"
"hsa-mir-3127",TRUE,1.92273637090966,41.1784689899019,1.38944687797747e-10,1.9328444193647e-09,"UP","hsa-mir-3127","hsa-mir-3127"
"hsa-mir-3131",TRUE,-0.11008605518841,13.876556754742,0.000195218411305068,0.000818751844428718,"UP","hsa-mir-3131","hsa-mir-3131"
"hsa-mir-3144",TRUE,0.179883376620644,54.1640127452411,1.84433913053186e-13,4.04890074749571e-12,"UP","hsa-mir-3144","hsa-mir-3144"
"hsa-mir-3171",TRUE,-1.00466548086563,21.3565786687545,3.81310040747108e-06,2.33947863427811e-05,"UP","hsa-mir-3171","hsa-mir-3171"
"hsa-mir-3182",TRUE,-1.20319670867113,41.0047523338754,1.51859510859983e-10,2.09179032115958e-09,"No","hsa-mir-3182","hsa-mir-3182"
"hsa-mir-3187",TRUE,-0.600417320204472,12.677654689116,0.000370051442608662,0.0014645697939864,"UP","hsa-mir-3187","hsa-mir-3187"
"hsa-mir-3189",TRUE,-0.312236827164228,21.4216522829549,3.68585203306392e-06,2.2713254852872e-05,"UP","hsa-mir-3189","hsa-mir-3189"
"hsa-mir-3200",TRUE,2.30370919219003,56.3478867816479,6.07184972140131e-14,1.42182480976147e-12,"UP","hsa-mir-3200","hsa-mir-3200"
"hsa-mir-323b",TRUE,3.21635189563976,10.2353047962739,0.00137777844295684,0.0048034211224674,"UP","hsa-mir-323b","hsa-mir-323b"
"hsa-mir-326",TRUE,2.51131336142524,68.8440379605452,1.06566275595376e-16,3.65184432223179e-15,"No","hsa-mir-326","hsa-mir-326"
"hsa-mir-338",TRUE,9.32723562780819,27.358836670928,1.6899043075673e-07,1.41328306674527e-06,"UP","hsa-mir-338","hsa-mir-338"
"hsa-mir-33b",TRUE,3.39725462643604,97.4688164830883,5.47111444534264e-23,4.27050877539245e-21,"No","hsa-mir-33b","hsa-mir-33b"
"hsa-mir-346",TRUE,-0.287380063376011,8.99869840900715,0.00270171957662341,0.00870622936962361,"UP","hsa-mir-346","hsa-mir-346"
"hsa-mir-34a",TRUE,8.49877698703949,62.4732415434361,2.70089522445278e-15,7.90574539657532e-14,"UP","hsa-mir-34a","hsa-mir-34a"
"hsa-mir-34b",TRUE,0.464990913902119,37.7780236299141,7.92697590056334e-10,9.35916062209369e-09,"UP","hsa-mir-34b","hsa-mir-34b"
"hsa-mir-34c",TRUE,2.26915628356378,64.3213360610499,1.05694938194031e-15,3.30003084805809e-14,"UP","hsa-mir-34c","hsa-mir-34c"
"hsa-mir-3591",TRUE,1.87248779072506,42.8779928706437,5.82623997248535e-11,8.35292567483869e-10,"UP","hsa-mir-3591","hsa-mir-3591"
"hsa-mir-3607",TRUE,6.47318717267978,133.132686753942,8.45666423500697e-31,1.4852016562731e-28,"No","hsa-mir-3607","hsa-mir-3607"
"hsa-mir-3614",TRUE,2.29411222797843,74.9848850540893,4.74331546091722e-18,1.70880980066377e-16,"No","hsa-mir-3614","hsa-mir-3614"
"hsa-mir-3616",TRUE,-1.15941017903448,28.8319822235742,7.8936814387985e-08,7.15524027194316e-07,"No","hsa-mir-3616","hsa-mir-3616"
"hsa-mir-3619",TRUE,-0.812580487691914,13.4843355136907,0.000240563314273495,0.000982533303936802,"UP","hsa-mir-3619","hsa-mir-3619"
"hsa-mir-3662",TRUE,0.426751598778715,47.9448362049122,4.38381146447216e-12,7.60401865133751e-11,"UP","hsa-mir-3662","hsa-mir-3662"
"hsa-mir-3677",TRUE,2.46478703581967,48.6261630955445,3.09709836886488e-12,5.43927901031894e-11,"UP","hsa-mir-3677","hsa-mir-3677"
"hsa-mir-3680-1",TRUE,-0.62897849676417,15.9607486647507,6.46695259319262e-05,0.000295002220566092,"UP","hsa-mir-3680-1","hsa-mir-3680-1"
"hsa-mir-3680-2",TRUE,-0.883196984165545,19.8479919337307,8.38507697326805e-06,4.75041659171032e-05,"UP","hsa-mir-3680-2","hsa-mir-3680-2"
"hsa-mir-3691",TRUE,-0.215805317840858,17.2108653458271,3.34517644281019e-05,0.00016725882214051,"UP","hsa-mir-3691","hsa-mir-3691"
"hsa-mir-371a",TRUE,1.99128398942069,11.162783351106,0.000834546222879937,0.0030376617698091,"UP","hsa-mir-371a","hsa-mir-371a"
"hsa-mir-372",TRUE,5.75120369901363,37.7986820275876,7.84347460798056e-10,9.33905239340058e-09,"UP","hsa-mir-372","hsa-mir-372"
"hsa-mir-373",TRUE,2.69388380464656,17.0175683233226,3.7035551898308e-05,0.000181940386073856,"UP","hsa-mir-373","hsa-mir-373"
"hsa-mir-378b",TRUE,-1.15391746773944,18.1050122550937,2.09050414472292e-05,0.000108783641605026,"No","hsa-mir-378b","hsa-mir-378b"
"hsa-mir-378c",TRUE,4.43510835295272,38.6951257276254,4.95444745254713e-10,6.16017581489266e-09,"No","hsa-mir-378c","hsa-mir-378c"
"hsa-mir-378d-2",TRUE,0.576254241930362,28.282713260431,1.04827967834867e-07,9.26310030238924e-07,"No","hsa-mir-378d-2","hsa-mir-378d-2"
"hsa-mir-380",TRUE,1.9544602587424,12.8215040108035,0.000342658165205891,0.00136104575942732,"UP","hsa-mir-380","hsa-mir-380"
"hsa-mir-3911",TRUE,-1.10369324656214,15.7077681085917,7.39199647734092e-05,0.0003318132604046,"UP","hsa-mir-3911","hsa-mir-3911"
"hsa-mir-3920",TRUE,-1.06901175026138,12.3330233823763,0.00044501506539205,0.00175630945751638,"UP","hsa-mir-3920","hsa-mir-3920"
"hsa-mir-3923",TRUE,4.14485494849439,39.8598567592859,2.72853758582194e-10,3.58279935334564e-09,"UP","hsa-mir-3923","hsa-mir-3923"
"hsa-mir-3925",TRUE,-1.01199211468694,16.4412936701516,5.01801107458158e-05,0.000233453826483017,"UP","hsa-mir-3925","hsa-mir-3925"
"hsa-mir-409",TRUE,5.84673682399564,13.6812119950006,0.000216610760342655,0.000892487150385425,"UP","hsa-mir-409","hsa-mir-409"
"hsa-mir-410",TRUE,5.46467270893476,20.6907169512331,5.39770523676001e-06,3.21346434646094e-05,"UP","hsa-mir-410","hsa-mir-410"
"hsa-mir-412",TRUE,4.47388067792605,21.9635294885176,2.7788101947889e-06,1.75866140706234e-05,"UP","hsa-mir-412","hsa-mir-412"
"hsa-mir-424",TRUE,7.54726722550611,371.523119076031,8.72098800165826e-83,1.22529881423299e-79,"No","hsa-mir-424","hsa-mir-424"
"hsa-mir-431",TRUE,5.38775796389792,31.2597216790892,2.2571433901133e-08,2.2176828413351e-07,"UP","hsa-mir-431","hsa-mir-431"
"hsa-mir-432",TRUE,4.96323909621287,19.9163509607918,8.09054070215116e-06,4.6208169457408e-05,"UP","hsa-mir-432","hsa-mir-432"
"hsa-mir-4326",TRUE,2.75588105397267,37.9415621343545,7.28956566701861e-10,8.75370919842833e-09,"UP","hsa-mir-4326","hsa-mir-4326"
"hsa-mir-4421",TRUE,-0.838489420862346,16.9190048805634,3.90090644880165e-05,0.00018834273404008,"UP","hsa-mir-4421","hsa-mir-4421"
"hsa-mir-4433b",TRUE,-0.712959262911647,19.094351839569,1.24412536288086e-05,6.80154138072998e-05,"No","hsa-mir-4433b","hsa-mir-4433b"
"hsa-mir-4435-1",TRUE,-1.18777831861166,13.3764166974279,0.000254808084336806,0.00103469756789946,"UP","hsa-mir-4435-1","hsa-mir-4435-1"
"hsa-mir-4435-2",TRUE,-1.14833016783374,16.973180157903,3.79115906651674e-05,0.000184950641960279,"UP","hsa-mir-4435-2","hsa-mir-4435-2"
"hsa-mir-4442",TRUE,-0.698762534770895,30.1650788101414,3.96790098261236e-08,3.7924495786193e-07,"No","hsa-mir-4442","hsa-mir-4442"
"hsa-mir-4454",TRUE,-0.694951609724047,19.8563960118188,8.34829397759755e-06,4.74872592652816e-05,"No","hsa-mir-4454","hsa-mir-4454"
"hsa-mir-449a",TRUE,-0.738287940500483,10.6959863754223,0.00107368212990975,0.00379025978020905,"UP","hsa-mir-449a","hsa-mir-449a"
"hsa-mir-450a-1",TRUE,2.53187514647351,93.6727959439745,3.72242117013235e-22,2.4904770209695e-20,"No","hsa-mir-450a-1","hsa-mir-450a-1"
"hsa-mir-450a-2",TRUE,2.54758360534571,93.4788427771504,4.10565866150971e-22,2.60496002254214e-20,"No","hsa-mir-450a-2","hsa-mir-450a-2"
"hsa-mir-4515",TRUE,-0.882985156954832,13.8283267560265,0.000200293654401593,0.000832581610752183,"UP","hsa-mir-4515","hsa-mir-4515"
"hsa-mir-4517",TRUE,-0.888807241601879,21.1189705730795,4.31633878917505e-06,2.61398965465127e-05,"UP","hsa-mir-4517","hsa-mir-4517"
"hsa-mir-451a",TRUE,9.98804199834202,21.0677571864586,4.43325317176399e-06,2.67327068941133e-05,"No","hsa-mir-451a","hsa-mir-451a"
"hsa-mir-452",TRUE,8.10999103784226,82.9742039508274,8.31311944838072e-20,3.76772026612094e-18,"UP","hsa-mir-452","hsa-mir-452"
"hsa-mir-4536-1",TRUE,-0.865739578501961,18.8093978515612,1.4445358649175e-05,7.77614134179728e-05,"No","hsa-mir-4536-1","hsa-mir-4536-1"
"hsa-mir-4536-2",TRUE,-0.903255585780113,25.3351514645828,4.81847256143012e-07,3.7197549169282e-06,"No","hsa-mir-4536-2","hsa-mir-4536-2"
"hsa-mir-4643",TRUE,-1.08665462455189,16.2948554189079,5.42109318298105e-05,0.0002513741228412,"UP","hsa-mir-4643","hsa-mir-4643"
"hsa-mir-4652",TRUE,2.06210231523524,47.3094102113292,6.06204936995040e-12,1.01394992437861e-10,"UP","hsa-mir-4652","hsa-mir-4652"
"hsa-mir-4654",TRUE,-1.08596234729804,9.47969745798346,0.00207758226429904,0.00688444122957581,"UP","hsa-mir-4654","hsa-mir-4654"
"hsa-mir-466",TRUE,2.45812674468294,27.509189186405,1.56349879806322e-07,1.32332277787881e-06,"UP","hsa-mir-466","hsa-mir-466"
"hsa-mir-4661",TRUE,2.99013409799147,53.0287874999515,3.28695574402337e-13,7.10488126208129e-12,"UP","hsa-mir-4661","hsa-mir-4661"
"hsa-mir-4664",TRUE,0.361401714476153,43.8582795761325,3.530345430962e-11,5.16680763593917e-10,"UP","hsa-mir-4664","hsa-mir-4664"
"hsa-mir-4678",TRUE,-1.04361427387046,13.178364413024,0.000283199824402743,0.00114337860139613,"No","hsa-mir-4678","hsa-mir-4678"
"hsa-mir-4683",TRUE,-0.817336757462364,38.7767385227921,4.75156603363899e-10,5.9606698904132e-09,"No","hsa-mir-4683","hsa-mir-4683"
"hsa-mir-4684",TRUE,-1.11708995541488,16.9853752033202,3.76688562587658e-05,0.000184406770186641,"UP","hsa-mir-4684","hsa-mir-4684"
"hsa-mir-4686",TRUE,-0.770384735722954,159.463760299487,1.48187456700876e-36,5.03407305507318e-34,"No","hsa-mir-4686","hsa-mir-4686"
"hsa-mir-4691",TRUE,-0.906830404624527,10.7302825468458,0.0010539635201323,0.00373549529573916,"UP","hsa-mir-4691","hsa-mir-4691"
"hsa-mir-4713",TRUE,-1.17368899242712,10.1436889191669,0.00144796110400787,0.00499848980621882,"UP","hsa-mir-4713","hsa-mir-4713"
"hsa-mir-4733",TRUE,-0.848972312167485,22.1122894695976,2.57158166142541e-06,1.68049871362916e-05,"UP","hsa-mir-4733","hsa-mir-4733"
"hsa-mir-4739",TRUE,-0.0723412003762508,9.49468656646394,0.00206067782703292,0.00684456819617317,"UP","hsa-mir-4739","hsa-mir-4739"
"hsa-mir-4742",TRUE,0.487685661461128,28.3664447038649,1.00390381560285e-07,8.9839800058726e-07,"UP","hsa-mir-4742","hsa-mir-4742"
"hsa-mir-4745",TRUE,-0.76484597015885,9.08876384160862,0.00257184645482506,0.0083067684345499,"UP","hsa-mir-4745","hsa-mir-4745"
"hsa-mir-4746",TRUE,2.03087662637415,102.027629196597,5.47527490865777e-24,4.8079757791651e-22,"UP","hsa-mir-4746","hsa-mir-4746"
"hsa-mir-4751",TRUE,-0.691060725824176,14.6714659452037,0.00012796893787855,0.000550685764828507,"No","hsa-mir-4751","hsa-mir-4751"
"hsa-mir-4753",TRUE,-0.899929296440192,18.2160086014582,1.9721421246127e-05,0.000103777516295163,"UP","hsa-mir-4753","hsa-mir-4753"
"hsa-mir-4756",TRUE,-1.12574772012668,9.23594105889907,0.00237310407759647,0.00771808154866444,"UP","hsa-mir-4756","hsa-mir-4756"
"hsa-mir-4758",TRUE,-0.687745319757387,21.7576135335999,3.09359740033999e-06,1.92323201215827e-05,"UP","hsa-mir-4758","hsa-mir-4758"
"hsa-mir-4760",TRUE,-1.23939385570191,20.1416219951855,7.19145525838968e-06,4.17520439588326e-05,"No","hsa-mir-4760","hsa-mir-4760"
"hsa-mir-4784",TRUE,-0.366534303172307,12.1040820602504,0.000503115585151833,0.00195269999209482,"No","hsa-mir-4784","hsa-mir-4784"
"hsa-mir-4791",TRUE,-0.35112440868493,41.4237758673434,1.22557669784129e-10,1.72193526046701e-09,"No","hsa-mir-4791","hsa-mir-4791"
"hsa-mir-4800",TRUE,-0.778930160568178,90.1273527870263,2.23312976697751e-21,1.20674897023208e-19,"No","hsa-mir-4800","hsa-mir-4800"
"hsa-mir-483",TRUE,8.69310457856678,12.2404142945544,0.000467654443915657,0.00183534774776955,"UP","hsa-mir-483","hsa-mir-483"
"hsa-mir-485",TRUE,4.10234764902601,18.731784045445,1.50453685623676e-05,8.03754480232946e-05,"UP","hsa-mir-485","hsa-mir-485"
"hsa-mir-490",TRUE,1.16214083992957,93.4037837814355,4.26434736786257e-22,2.60496002254214e-20,"No","hsa-mir-490","hsa-mir-490"
"hsa-mir-493",TRUE,5.29007099385909,17.1798718172693,3.40020059939984e-05,0.00016940715752329,"UP","hsa-mir-493","hsa-mir-493"
"hsa-mir-496",TRUE,2.95860513914774,13.8840023541193,0.000194446537138844,0.000817956241557113,"UP","hsa-mir-496","hsa-mir-496"
"hsa-mir-497",TRUE,4.36357105118717,62.8360176150281,2.24652817256036e-15,6.71568528180278e-14,"No","hsa-mir-497","hsa-mir-497"
"hsa-mir-498",TRUE,1.86563894440738,16.7613727780477,4.23874379408427e-05,0.000203257168282881,"UP","hsa-mir-498","hsa-mir-498"
"hsa-mir-499a",TRUE,2.18337780639355,16.1982879868906,5.7045647605835e-05,0.000263648470020389,"UP","hsa-mir-499a","hsa-mir-499a"
"hsa-mir-499b",TRUE,-1.19488460066788,11.0287884650772,0.000897077572189715,0.00324008737513252,"UP","hsa-mir-499b","hsa-mir-499b"
"hsa-mir-5003",TRUE,-0.271664294769034,27.7366014663541,1.39007621030311e-07,1.20559078733079e-06,"UP","hsa-mir-5003","hsa-mir-5003"
"hsa-mir-500a",TRUE,8.68998823132332,83.538870468973,6.24753814067888e-20,2.92593036255128e-18,"UP","hsa-mir-500a","hsa-mir-500a"
"hsa-mir-500b",TRUE,3.11276183940127,52.1826367389871,5.05713226349453e-13,1.02974939568258e-11,"UP","hsa-mir-500b","hsa-mir-500b"
"hsa-mir-501",TRUE,6.15157582242611,64.9774960307705,7.57583212002717e-16,2.41910093832686e-14,"UP","hsa-mir-501","hsa-mir-501"
"hsa-mir-508",TRUE,4.27656696861215,17.3721355598325,3.07298233975775e-05,0.00015530720098416,"UP","hsa-mir-508","hsa-mir-508"
"hsa-mir-509-1",TRUE,1.18293393765425,14.6560648719008,0.000129018826757915,0.00055265686461851,"UP","hsa-mir-509-1","hsa-mir-509-1"
"hsa-mir-509-2",TRUE,1.1982518522467,16.8380018976143,4.07098798934968e-05,0.000195881442638229,"UP","hsa-mir-509-2","hsa-mir-509-2"
"hsa-mir-509-3",TRUE,1.50744872558925,17.7620251096288,2.5033019730241e-05,0.000128362747156893,"UP","hsa-mir-509-3","hsa-mir-509-3"
"hsa-mir-511",TRUE,4.06916538902307,92.2840796014704,7.50859177312275e-22,4.39565476718228e-20,"No","hsa-mir-511","hsa-mir-511"
